Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
734 Union St Unit 301,734 Union St Unit 301,Short Term Rental Commercial Owner,2,4,06/09/2025 11:59:00 PM,"(29.9511930693431, -90.0710943645727)",3680559.66,529944.85
627 S Rendon St,627 S Rendon St,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9642827462856, -90.0977445574736)",3672069.07,534612.77
SONDER USA,1430 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9390454173216, -90.0749887660324)",3679374.93954,525513.955069
2510 Gravier St,2510 Gravier St,Short Term Rental Commercial Owner,5,10,06/23/2025 11:59:00 PM,"(29.9595130486489, -90.0892294573637)",3674784.01,532907.5
1310 Constance St,1310 Constance St,Short Term Rental Commercial Owner,5,10,08/26/2025 11:59:00 PM,"(29.9378787411606, -90.0701045120963)",3680926.49,525106.73
,,Short Term Rental Commercial Owner,4,8,12/12/2025 11:59:00 PM,"(29.9208493490522, -90.1022373254)",3670816.23,518803.45
3513 Chartres St,3513 Chartres St,Short Term Rental Commercial Owner,5,10,10/14/2025 11:59:00 PM,"(29.9614511791731, -90.0406273125339)",3690165.49,533782.63
722 Girod St Apt 302,722 Girod St Apt 302,Short Term Rental Commercial Owner,2,4,06/11/2025 11:59:00 PM,"(29.9473267924078, -90.0720033815997)",3680287.28,528535.76
4418 S Carrollton Ave,4418 S Carrollton Ave,Short Term Rental Commercial Owner,3,6,12/12/2025 11:59:00 PM,"(29.9714818918252, -90.1035009605092)",3670218.34,537211.05
5249 Tchoupitoulas St,5249 Tchoupitoulas St,Short Term Rental Commercial Owner,3,6,12/12/2025 11:59:00 PM,"(29.9166078753395, -90.1125779636998)",3667557.11,517226.05
,,Short Term Rental Commercial Owner,3,6,07/13/2025 11:59:00 PM,"(29.9761377084348, -90.0770016778175)",3678589.55,538995.1
1822 Clio St,1822 Clio St,Short Term Rental Commercial Owner,5,10,10/06/2025 11:59:00 PM,"(29.9429391236268, -90.0768759207172)",3678761.74,526923.29
326 Camp St Apt 404,326 Camp St Apt 404,Short Term Rental Commercial Owner,3,6,12/11/2025 11:59:00 PM,"(29.9502774072292, -90.068752080743)",3681305.06,529620.06
837 Alvar St,837 Alvar St,Short Term Rental Commercial Owner,5,10,06/13/2025 11:59:00 PM,"(29.9633875769817, -90.0369943603113)",3691307.84,534499.77
3109 Lafitte Ave,3109 Lafitte Ave,Short Term Rental Commercial Owner,3,6,06/09/2025 11:59:00 PM,"(29.9718720054666, -90.0886616921032)",3674914.97,537403.64
2655 Iberville St,2655 Iberville St,Short Term Rental Commercial Owner,2,4,10/03/2025 11:59:00 PM,"(29.966439925605, -90.0860788989918)",3675754.19,535437.22
,,Short Term Rental Commercial Owner,5,10,12/12/2025 11:59:00 PM,"(29.9775479109669, -90.1044317524709)",3669899.99,539413.73
5251 Tchoupitoulas St,5251 Tchoupitoulas St,Short Term Rental Commercial Owner,3,6,12/05/2025 11:59:00 PM,"(29.9166089037241, -90.1126354360717)",3667538.9,517226.23
2427 Orleans Ave,2427 Orleans Ave,Short Term Rental Commercial Owner,3,6,12/10/2025 11:59:00 PM,"(29.9689989382271, -90.0798196836677)",3677725.8,536389.4
2362 Marais St,2362 Marais St,Short Term Rental Commercial Owner,1,2,12/10/2025 11:59:00 PM,"(29.9697053112173, -90.0527203322645)",3686302.88,536741.14
1027 Delachaise St,1027 Delachaise St,Short Term Rental Commercial Owner,2,4,12/11/2025 11:59:00 PM,"(29.9222617299819, -90.0897460818907)",3674767.44,519359.77
"1124 St Charles Ave, Apt 2A","1124 St Charles Ave, Apt 2A",Short Term Rental Commercial Owner,2,4,12/11/2025 11:59:00 PM,"(29.9415755683842, -90.0733164661112)",3679894.45,526439.83
1611 Delachaise St,1611 Delachaise St,Short Term Rental Commercial Owner,2,4,12/10/2025 11:59:00 PM,"(29.9283152699502, -90.0927214780886)",3673801.12,521550.84
1425 Thalia St,1425 Thalia St,Short Term Rental Commercial Owner,1,2,12/11/2025 11:59:00 PM,"(29.9389258370857, -90.073239377395)",3679929.46,525476.56
,,Short Term Rental Commercial Owner,5,10,12/12/2025 11:59:00 PM,"(29.9775756929778, -90.1044767061388)",3669885.65,539423.68
731 Saint Charles Ave Apt 411,731 Saint Charles Ave Apt 411,Short Term Rental Commercial Owner,2,4,12/11/2025 11:59:00 PM,"(29.9467285657779, -90.0720788031402)",3680265.79,528317.96
339 Carondelet St Apt 3A,339 Carondelet St Apt 3A,Short Term Rental Commercial Owner,1,2,12/09/2025 11:59:00 PM,"(29.951077855278, -90.071611598851)",3680396.33,529901.15
3422 Iberville St,3422 Iberville St,Short Term Rental Commercial Owner,2,4,12/12/2025 11:59:00 PM,"(29.9714739395313, -90.0940783428058)",3673201.61,537240.3
730 Poland Ave Apt 2B,730 Poland Ave Apt 2B,Short Term Rental Commercial Owner,1,2,12/11/2025 11:59:00 PM,"(29.9613803088827, -90.0329458955806)",3692597.98,533784.38
HOSTEVA,201 MAGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9510906820734, -90.0676156439047)",3681661.66914,529919.769985
,,Short Term Rental Commercial Owner,5,10,12/12/2025 11:59:00 PM,"(29.9373533164187, -90.0745764880393)",3679512.27,524900.08
HIGGINS HOTEL & CONFERENCE CENTER,1000 MAGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9426165054813, -90.0698969805047)",3680973.22095,526830.277182
334 Carondelet St Unit 410,334 Carondelet St Unit 410,Short Term Rental Commercial Owner,1,2,12/12/2025 11:59:00 PM,"(29.9508194027747, -90.0712179537104)",3680522.02,529808.54
NEW ORLEANS COURTYARD HOTEL,1101 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9639214409151, -90.0656020727493)",3682247.68156,534592.556165
722 Girod St Apt 403,722 Girod St Apt 403,Short Term Rental Commercial Owner,3,6,06/17/2025 11:59:00 PM,"(29.9472302663162, -90.0720319479026)",3680278.62,528500.56
1827 Terpsichore St,1827 Terpsichore St,Short Term Rental Commercial Owner,5,10,06/10/2025 11:59:00 PM,"(29.9401706831954, -90.0790703407928)",3678077.8,525908.97
HI-NEW ORLEANS HOSTELLING INTERNATIONAL USA,1028 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9552526435586, -90.0726397698633)",3680054.03842,531415.673411
23096 Chef Menteur Hwy,23096 Chef Menteur Hwy,Short Term Rental Commercial Owner,3,6,07/01/2025 11:59:00 PM,"(30.0946255291455, -89.7670573024888)",3776123.87,583289.34
326 Camp St Apt 203,326 Camp St Apt 203,Short Term Rental Commercial Owner,1,2,12/11/2025 11:59:00 PM,"(29.9503456129837, -90.0687784371131)",3681296.44,529644.77
1806 Oretha Castle Haley Blvd,1806 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,12/10/2025 11:59:00 PM,"(29.9387652695717, -90.0807590426233)",3677548.57,525392.06
831 Opelousas Ave,831 Opelousas Ave,Short Term Rental Commercial Owner,5,10,12/10/2025 11:59:00 PM,"(29.9484596963761, -90.047402189173)",3688073.35,529034.32
1408 Baronne St,1408 Baronne St,Short Term Rental Commercial Owner,5,10,06/12/2025 11:59:00 PM,"(29.940898769523, -90.077475811692)",3678579.89,526179.26
SEXTANT STAYS,822 HOWARD AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9442419427414, -90.0742792383098)",3679578.88789,527406.069311
611 Montegut St,611 Montegut St,Short Term Rental Commercial Owner,4,8,12/10/2025 11:59:00 PM,"(29.9631602870349, -90.04735048071)",3688029.73,534380.17
2423 Orleans Ave,2423 Orleans Ave,Short Term Rental Commercial Owner,3,6,12/10/2025 11:59:00 PM,"(29.9689473471002, -90.0797560259483)",3677746.16,536370.86
624 S Miro St,624 S Miro St,Short Term Rental Commercial Owner,5,10,12/17/2025 11:59:00 PM,"(29.9580154964913, -90.0871467011987)",3675449.42,532370.1
3308 Burgundy St Apt 203,3308 Burgundy St Apt 203,Short Term Rental Commercial Owner,2,4,10/02/2025 11:59:00 PM,"(29.9645941273952, -90.0420138025317)",3689713.6,534920.57
128 N Norman C Francis Pkwy,128 N Norman C Francis Pkwy,Short Term Rental Commercial Owner,3,6,08/28/2025 11:59:00 PM,"(29.9705344738084, -90.0930548804126)",3673529.34,536902.18
1722 Clio St,1722 Clio St,Short Term Rental Commercial Owner,,,09/05/2025 11:59:00 PM,"(29.9422497506241, -90.0756091821487)",3679165.66,526677.01
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
137 N Cortez St,137 N Cortez St,Short Term Rental Commercial Owner,5,10,12/17/2025 11:59:00 PM,"(29.9734305018554, -90.0969500788359)",3672284.73,537941.96
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,,,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
711 S Peters St Pent 405,711 S Peters St Pent 405,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9457735019345, -90.0660841114977)",3682168.04,527991.61
711 S Peters St Apt 213,711 S Peters St Apt 213,Short Term Rental Commercial Owner,1,2,12/19/2025 11:59:00 PM,"(29.9458717551801, -90.066235002642)",3682119.86,528026.81
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
1611 Columbus St,1611 Columbus St,Short Term Rental Commercial Owner,2,4,08/12/2025 11:59:00 PM,"(29.9714287991332, -90.0674912131405)",3681619.37,537315.9
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2,4,06/11/2025 11:59:00 PM,"(30.1474969074048, -89.7423062193333)",3783683.24,602622.99
2605 Marais St,2605 Marais St,Short Term Rental Commercial Owner,5,10,06/09/2025 11:59:00 PM,"(29.9699312837848, -90.0496216111125)",3687283.04,536834.29
2312 Saint Bernard Ave,2312 Saint Bernard Ave,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9798645835296, -90.070027350889)",3680782.6,540374.61
339 Carondelet St Apt 2B,339 Carondelet St Apt 2B,Short Term Rental Commercial Owner,1,2,08/31/2025 11:59:00 PM,"(29.9510490026972, -90.0716512161383)",3680383.9,529890.52
ONE11 HOTEL,111 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9520196603249, -90.0649236154977)",3682510.40828,530267.007105
WYNDHAM NEW ORLEANS,124 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9536453665486, -90.0685501287426)",3681355.49378,530845.47949
BUDGET INN EXPRESS,8542 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0142505299718, -89.9865557173739)",3707060.68638,553179.547799
2320 Louisiana Ave,2320 Louisiana Ave,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9350688235202, -90.0949686734276)",3673062.8,523998.98
825 Thalia St Apt 2A,825 Thalia St Apt 2A,Short Term Rental Commercial Owner,5,10,05/01/2025 11:59:00 PM,"(29.937938054661, -90.0681580355332)",3681542.72,525135.1
A CRESCENT CITY GUEST,612 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9640294647124, -90.0552675337646)",3685519.43606,534668.187974
2815 Conti St,2815 Conti St,Short Term Rental Commercial Owner,3,6,06/13/2025 11:59:00 PM,"(29.9694009848076, -90.0868434335059)",3675500.41,536511.34
929 N Claiborne Ave,929 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9662868022042, -90.0717917880624)",3680278.38,535431.06
ST. PHILIP FRENCH QUARTER APARTMENTS,612 ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9599514881259, -90.0620410103638)",3683391.22671,533161.426756
CORNSTALK HOTEL,915 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9599759434133, -90.0631271156077)",3683047.22428,533166.505668
LE PAVILLON HOTEL HOTEL TAX,833 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502904125285, -90.072836621273)",3680011.55458,529610.537345
BOUGAINVILLEA HOUSE,924 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9635400175289, -90.0635297324136)",3682905.37749,534461.121989
1140 Carondelet St,1140 Carondelet St,Short Term Rental Commercial Owner,5,10,06/10/2025 11:59:00 PM,"(29.9420818090321, -90.0749305526379)",3679381.25,526618.3
3711 Ulloa St,3711 Ulloa St,Short Term Rental Commercial Owner,3,6,06/09/2025 11:59:00 PM,"(29.9671043985957, -90.1015408228297)",3670856.04,535625.89
723 MARIGNY,723 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9651780147465, -90.055111035849)",3685564.32834,535086.395846
CHATEAU MANAGEMENT,527 MANDEVILLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9634582238479, -90.0538493324191)",3685970.79548,534465.475141
HILTON GARDEN INN FRENCH QUARTER/CBD,821 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9523210422171, -90.0718696042826)",3680309.65109,530352.318978
1727 St Ann St,1727 St Ann St,Short Term Rental Commercial Owner,1,2,10/06/2025 11:59:00 PM,"(29.9654721764429, -90.0733479999417)",3679788.91,535129.41
ANTEBELLUM GUEST HOUSE,1333 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9680888453114, -90.0664038833073)",3681977.05096,536105.172103
AIRYN MONET,1816 MARENGO ST,4703 - BED & BREAKFAST INNS,,,,"(29.9292785984644, -90.0990398120032)",3671796.07163,521879.528762
JACKS MOTEL,7700 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0124881427712, -89.9970022002821)",3703762.2145,552499.971542
SONDER USA,623 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531709493373, -90.0685881152189)",3681345.36917,530672.83117
"1509 Robert C Blakes, SR Dr","1509 Robert C Blakes, SR Dr",Short Term Rental Commercial Owner,3,6,07/11/2025 11:59:00 PM,"(29.9396616907164, -90.077012952217)",3678731.41,525731.02
925 COMMON,925  COMMON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9538143719881, -90.0729985743263)",3679946.17397,530891.414786
"1817 Martin Luther King, Jr Blvd","1817 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,2,4,07/11/2025 11:59:00 PM,"(29.9408289824332, -90.0783152735474)",3678314.31,526150.97
HOTEL ROYAL,1006 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9605501291591, -90.0623662120733)",3683285.8404,533377.97242
WEBBER'S MOTEL,9300 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0158117790327, -89.9770361297319)",3710066.57937,553782.809815
1311 Franklin Ave,1311 Franklin Ave,Short Term Rental Commercial Owner,1,2,06/09/2025 11:59:00 PM,"(29.971199060284, -90.0493482886922)",3687364.41,537296.27
HAMPTON INN & SUITES NEW ORLEANS-CONVENTION CENTER,1201 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9400109307209, -90.0647386517114)",3682617.3261,525900.845757
320 N Cortez St Unit D,320 N Cortez St Unit D,Short Term Rental Commercial Owner,4,8,07/11/2025 11:59:00 PM,"(29.974443443623, -90.0956612553329)",3672688.79,538314.71
4326 Toulouse St,4326 Toulouse St,Short Term Rental Commercial Owner,3,6,09/04/2025 11:59:00 PM,"(29.9804301408013, -90.1003833669045)",3671170.37,540475.59
FAIRCHILD HOUSE,1518 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.937804575385, -90.0743015931494)",3679597.52936,525065.130621
BIENVILLE HOUSE MOTOR HOTEL,320 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9539276166384, -90.0652059852819)",3682413.31324,530959.820226
HILTON NEW ORLEANS RIVERSIDE,2 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9477298559466, -90.0632882153656)",3683045.57205,528712.8144
ASTOR CROWN PLAZA NEW ORLEANS ATTN: DIR. OF FIN.,739 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.953862633153, -90.0696341031303)",3681011.37141,530920.698434
LAFITTE GUEST HOUSE,1003 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9612808938629, -90.0635436409099)",3682910.07733,533639.572101
337 Morgan St Apt C,337 Morgan St Apt C,Short Term Rental Commercial Owner,1,2,04/27/2025 11:59:00 PM,"(29.9545013954032, -90.0528301986308)",3686329.88,531212.05
1817 Erato St,1817 Erato St,Short Term Rental Commercial Owner,5,10,10/06/2025 11:59:00 PM,"(29.9421792808739, -90.0772714724804)",3678639.5,526645.61
BY H20 BEAUTY,1025 ALVAR ST,4703 - BED & BREAKFAST INNS,,,,"(29.9651717001607, -90.0364666764789)",3691467.57654,535150.43239
2000 Burgundy St Ste 202,2000 Burgundy St Ste 202,Short Term Rental Commercial Owner,2,4,07/11/2025 11:59:00 PM,"(29.9662944684438, -90.0590269049589)",3684319.96,535478.57
SONDER USA,1016 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9551008978864, -90.0723996086367)",3680130.69384,531361.329858
HOTEL MAISON PIERRE LAFITTE   LTD,108 UNIVERSITY PL,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9547236526666, -90.071935751179)",3680279.08687,531225.76621
ROYAL SUNSHINE,3810 ROYAL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9617271497188, -90.0381402510938)",3690951.844,533891.875653
DAUZAT HOUSE,337 BURGUNDY ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9574038277462, -90.0697140121985)",3680971.86677,532208.128515
SEXTANT STAYS,1148 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9394616755297, -90.0653865356557)",3682414.34952,525698.845693
"SONDER USA, INC.",131 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531398424384, -90.0706854827648)",3680681.33877,530654.194882
SEDLEY SCOTT,824 ORANGE ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9327271928556, -90.0699565695046)",3680993.99931,523233.958459
GATOR BREAUX LLC,1028 PORT ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9682029305198, -90.0494737472103)",3687336.89679,536206.321479
LA GALERIE,131 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9526473874606, -90.0666242553475)",3681969.35208,530489.314306
SUPER 8,6322 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0096044807327, -90.0144705809657)",3698246.04771,551387.310997
1219 Annunciation St,1219 Annunciation St,Short Term Rental Commercial Owner,2,4,10/07/2025 11:59:00 PM,"(29.9383618431344, -90.0687743708419)",3681345.82,525287.05
1654 N Claiborne Ave,1654 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/25/2025 11:59:00 PM,"(29.9726438726987, -90.0641979302777)",3682657.14,537769.28
PETER AND PAUL HOTEL,2317 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9668873666448, -90.0548518575924)",3685639.45468,535708.894855
"SONDER USA, INC",427 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9617760128523, -90.0572830197292)",3684890.40559,533841.637445
EXCOGITATE LLC,2301 DAUPHINE ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9657442538127, -90.0551191594596)",3685559.45929,535292.272582
THE LAUREL GUEST HOME,3626 DELGADO DR,4703 - BED & BREAKFAST INNS,,,,"(29.9803111969, -90.0908124179932)",3674200.76731,540465.066571
300 N Cortez St Unit C,300 N Cortez St Unit C,Short Term Rental Commercial Owner,4,8,07/10/2025 11:59:00 PM,"(29.9741024205765, -90.0951381573545)",3672855.74,538192.49
SOUTH MARKET PROPERTIES LLC,710 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9476708379824, -90.0736876639705)",3679752.52629,528655.000128
ROYAL INN OF NEW ORLEANS,4950 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0066297975822, -90.031814993349)",3692769.16221,550242.836884
1226 BARONNE 2021 LLC,1226 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9420876984694, -90.0765785612455)",3678859.30773,526614.71347
ST. CHARLES INN - SUPERIOR HOTEL,3636 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9270066420306, -90.0942141837415)",3673333.46516,521069.859257
NEW ORLEANS MARRIOTT HOTEL-[H/P],555 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9524876262548, -90.0676123037327)",3681657.1156,530427.761794
H G NEW ORLEANS CONVENTION CENTER,1001 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9416950126385, -90.0659604150431)",3682223.61666,526508.956862
2408 Saint Claude Ave,2408 Saint Claude Ave,Short Term Rental Commercial Owner,5,10,08/31/2025 11:59:00 PM,"(29.9687383726922, -90.0517924113077)",3686600.6,536392.81
CHEZ PALMIERS BED & BREAKFAST,1744 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9671512417022, -90.061961096692)",3683387.4813,535779.804743
LAFAYETTE HOTEL,600 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9477369305066, -90.0710434565838)",3680589.62594,528688.248768
MONTE CARLO MOTEL,6061 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0108392155705, -90.0181697510768)",3697070.17898,551822.851414
816 Elysian Fields Ave,816 Elysian Fields Ave,Short Term Rental Commercial Owner,5,10,06/10/2025 11:59:00 PM,"(29.9659549165725, -90.0569118581345)",3684991,535362.55
1031 Thalia St,1031 Thalia St,Short Term Rental Commercial Owner,2,4,09/03/2025 11:59:00 PM,"(29.9382541092007, -90.0709260091102)",3680664.81,525240.36
NOPSI HOTEL,317 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9520868739067, -90.0726278141096)",3680070.49019,530264.524289
2543 Orleans Ave,2543 Orleans Ave,Short Term Rental Commercial Owner,1,2,10/10/2025 11:59:00 PM,"(29.9697725394772, -90.0810215530589)",3677342.2,536666.55
3709 Ulloa St,3709 Ulloa St,Short Term Rental Commercial Owner,4,8,06/09/2025 11:59:00 PM,"(29.9670838149049, -90.1015099669304)",3670865.89,535618.51
OLDE TOWN INN,1001 MARIGNY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9677344284778, -90.0553507028858)",3685478.07618,536015.155975
2430 Valence St,2430 Valence St,Short Term Rental Commercial Owner,2,4,07/11/2025 11:59:00 PM,"(29.9347356273364, -90.1066062439003)",3669378.25,523838.17
LA BELLE ESPLANADE,2216 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9731431864984, -90.0744009289622)",3679424.8813,537915.214793
MAISON DE LAGNIAPPE,1021 KERLEREC ST,4703 - BED & BREAKFAST INNS,,,,"(29.9664171101074, -90.0623227127793)",3683275.94882,535511.576966
R & B ROOMS,1931 ORLEANS AVE,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9661000939009, -90.0754970663654)",3679105.96098,535350.26855
3930 Burgundy St,3930 Burgundy St,Short Term Rental Commercial Owner,5,10,06/09/2025 11:59:00 PM,"(29.9634608280821, -90.0366892025925)",3691404.16,534527.5
RATHBONE MANSIONS,1227 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9671022269438, -90.0648967828842)",3682458.19132,535751.679879
BENACHI HOUSE,2257 BAYOU RD,4703 - BED & BREAKFAST INNS,,,,"(29.974154707753, -90.0746373991826)",3679345.97474,538282.219913
SULLY MANSION,2631 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9305564361113, -90.0842977557712)",3676460.37211,522394.795258
JEFF DAVIS,2011 IBERVILLE ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9622615057352, -90.0798442216657)",3677744.83253,533939.329925
1719 Terpsichore St,1719 Terpsichore St,Short Term Rental Commercial Owner,3,6,05/27/2025 11:59:00 PM,"(29.9394241542315, -90.0777167206108)",3678509.47,525642.2
TRAVELERS NEW ORLEANS,1476 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9345530757634, -90.0722870080917)",3680248.58127,523889.78438
H H WHITNEY HOUSE,1923 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.971690564501, -90.0715740661946)",3680325.67701,537396.8306
"THE DUCHESS, LLC",833 6TH ST,4703 - BED & BREAKFAST INNS,,,,"(29.9236155313316, -90.0822969630205)",3677121.64686,519877.745976
BOHEME DE MARIGNY,735 TOURO ST,4703 - BED & BREAKFAST INNS,,,,"(29.9652110930664, -90.0589391612329)",3684352.1229,535084.923526
"1819 Martin Luther King, Jr Blvd","1819 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,1,2,07/11/2025 11:59:00 PM,"(29.9408542850415, -90.0783559088456)",3678301.34,526160.03
ECONOMY INN,8310 CHEF MENTEUR HWY,"4704 - TRAVELER ACCOMMODATION, ALL OTH",,,,"(30.0137099157555, -89.9898317435476)",3706026.2442,552970.789591
SEXTANT STAYS,822 PERDIDO ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9508223709029, -90.0721823664217)",3680216.60872,529806.256705
FLEUR DE LIS MANSION,1216 ANNUNCIATION ST,4703 - BED & BREAKFAST INNS,,,,"(29.9384505518922, -90.068482437876)",3681437.92149,525320.328189
LONDON LODGE MOTEL,9301 AIRLINE HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9723494750492, -90.1222621091529)",3664275.14247,537463.271368
MARK & RON'S B&B,1625 PAUGER ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9669475247736, -90.060200973604)",3683945.58863,535711.913351
BEST WAY INN & SUITES & TRAILOR PARK,6042 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0088038257333, -90.0182935750577)",3697039.48599,551082.256597
3624 Magazine St Apt 202,3624 Magazine St Apt 202,Short Term Rental Commercial Owner,3,6,08/12/2025 11:59:00 PM,"(29.921629467075, -90.0922316554992)",3673982.6,519121.32
1831 Hastings Pl,1831 Hastings Pl,Short Term Rental Commercial Owner,2,4,07/09/2025 11:59:00 PM,"(29.9314269620729, -90.0734543476571)",3679891.36,522748.95
